availability,location,total_sqft,bath,balcony,price,size_filled,price_per_sqft
Ready To Move,Manayata Tech Park,1200.0,2.0,2.0,55.0,2 BHK,4583.333333333333
Ready To Move,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2 BHK,4333.333333333333
Ready To Move,Kaggalipura,1150.0,2.0,1.0,55.0,3 BHK,4782.608695652174
Ready To Move,Basavanna Nagar,1645.0,3.0,2.0,95.0,3 BHK,5775.075987841945
Not Ready To Move,Sarjapur  Road,1000.0,2.0,1.0,67.0,2 BHK,6700.0
Ready To Move,Haralur Road,2650.0,4.0,2.0,198.0,4 BHK,7471.698113207547
Ready To Move,6th Phase JP Nagar,1192.0,2.0,2.0,74.0,2 BHK,6208.053691275168
Ready To Move,Ulsoor,2135.0,3.0,2.0,215.0,3 BHK,10070.257611241217
Not Ready To Move,Whitefield,1173.0,2.0,1.0,58.0,2 BHK,4944.58653026428
Ready To Move,Uttarahalli,1020.0,2.0,2.0,45.0,2 BHK,4411.764705882353
Ready To Move,Thigalarapalya,3122.0,6.0,2.0,230.0,4 BHK,7367.072389493914
Ready To Move,Somasundara Palya,1600.0,3.0,3.0,64.0,3 BHK,4000.0
Not Ready To Move,T.C PALYA,1200.0,2.0,0.0,79.0,2 BHK,6583.333333333333
Ready To Move,Muneshwara Nagar,1230.0,2.0,3.0,48.0,2 BHK,3902.439024390244
Ready To Move, Devarachikkanahalli,1250.0,2.0,2.0,40.0,2 BHK,3200.0
Ready To Move,Kalena Agrahara,1325.0,2.0,2.0,76.0,2 BHK,5735.8490566037735
Ready To Move,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3 BHK,8108.108108108108
Not Ready To Move,Kanakpura Road,525.0,1.0,1.0,21.53,1 BHK,4100.952380952381
Ready To Move,Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2 BHK,5416.666666666667
Ready To Move,Bull Temple Road,1350.0,2.0,0.0,140.0,3 BHK,10370.37037037037
Not Ready To Move,Bommasandra,1260.0,3.0,1.0,49.36,3 BHK,3917.4603174603176
Ready To Move,Prashanth Nagar,1800.0,3.0,0.0,150.0,3 BHK,8333.333333333334
Ready To Move,Ardendale,1100.0,2.0,1.0,43.25,2 BHK,3931.818181818182
Ready To Move,Harlur,1508.0,2.0,1.0,77.0,2 BHK,5106.100795755968
Ready To Move,Sampigehalli,1592.0,3.0,2.0,75.0,3 BHK,4711.05527638191
Ready To Move,Akshaya Nagar,1388.0,2.0,3.0,57.0,2 BHK,4106.628242074928
Not Ready To Move,Electronic City Phase II,630.0,1.0,1.0,28.35,1 BHK,4500.0
Ready To Move,RMV,2000.0,3.0,2.0,365.0,3 BHK,18250.0
Ready To Move,Banashankari3rd stage bigbazar,1762.0,3.0,1.0,125.0,3 BHK,7094.211123723042
Not Ready To Move,Bagalur Main Road,950.0,2.0,2.0,50.0,2 BHK,5263.1578947368425
Ready To Move,Kodihalli,3252.0,5.0,3.0,335.0,4 BHK,10301.353013530135
Not Ready To Move,Magadi Road,1116.0,2.0,1.0,50.0,2 BHK,4480.286738351255
Ready To Move,Narayanapura,1308.0,2.0,2.0,89.04,2 BHK,6807.339449541284
Ready To Move,MS Pallya,1200.0,3.0,0.0,90.0,3 BHK,7500.0
Ready To Move,Binny Mills Employees Colony,1500.0,4.0,2.0,230.0,4 BHK,15333.333333333334
Ready To Move,Bannerghatta Road,500.0,1.0,1.0,18.5,1 BHK,3700.0
Ready To Move,Hennur,1075.0,2.0,1.0,52.0,2 BHK,4837.209302325581
Not Ready To Move,Chandapura,530.0,1.0,0.0,11.66,1 BHK,2200.0
Ready To Move,Bellandur,1205.0,2.0,3.0,66.0,2 BHK,5477.178423236514
Ready To Move,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2 BHK,5581.395348837209
Ready To Move,KR Puram,930.0,2.0,2.0,39.0,2 BHK,4193.548387096775
Ready To Move,Balagere,1380.0,2.0,1.0,60.0,2 BHK,4347.826086956522
Ready To Move,Hebbal,2483.0,5.0,2.0,212.0,4 BHK,8538.058799838904
Ready To Move,Kodigehaali,1166.0,2.0,2.0,55.0,2 BHK,4716.981132075472
Ready To Move,Bannerghatta Road,1050.0,2.0,1.0,65.0,2 BHK,6190.476190476191
Not Ready To Move,Gopalapura,2023.71,3.0,2.0,275.0,3 BHK,13588.903548433324
Ready To Move,Begur Road,1200.0,2.0,2.0,46.8,2 BHK,3900.0
Ready To Move,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3 BHK,6750.0
Ready To Move,Billekahalli,1935.0,3.0,2.0,110.0,3 BHK,5684.754521963824
Not Ready To Move,8th Phase JP Nagar,451.0,1.0,0.0,29.9,1 BHK,6629.711751662971
Ready To Move,Electronic City,1800.0,3.0,2.0,95.0,3 BHK,5277.777777777777
Not Ready To Move,Jalahalli,1400.0,3.0,0.0,77.0,3 BHK,5500.0
Ready To Move,Hegde Nagar,1801.0,3.0,2.0,115.0,3 BHK,6385.341476957246
Ready To Move,Mahadevpura,1451.0,2.0,1.0,90.0,2 BHK,6202.618883528601
Not Ready To Move,Anekal,1200.0,1.0,1.0,36.0,2 BHK,3000.0
Ready To Move,Begur Road,1160.0,2.0,2.0,44.0,2 BHK,3793.103448275862
Ready To Move,Kengeri,1000.0,2.0,1.0,25.0,2 BHK,2500.0
Ready To Move,Kanakpura Road,950.0,2.0,1.0,40.0,2 BHK,4210.526315789473
Not Ready To Move,"Hoodi Circle, ",1629.0,3.0,2.0,79.0,3 BHK,4849.600982197668
Ready To Move,Vijayanagar,1580.0,2.0,0.0,134.0,3 BHK,8481.012658227848
Not Ready To Move,Vijayanagar,1826.0,3.0,2.0,121.0,3 BHK,6626.506024096386
Ready To Move,7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2 BHK,7550.2008032128515
Ready To Move,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2 BHK,3999.126637554585
Ready To Move,Sompura,825.0,2.0,1.0,33.0,2 BHK,4000.0
Not Ready To Move,Yeshwanthpur,1693.0,3.0,3.0,108.0,3 BHK,6379.208505611341
Ready To Move,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2 BHK,4760.74986301616
Ready To Move,Ashirvad Colony,1460.0,2.0,1.0,58.0,2 BHK,3972.6027397260273
Ready To Move,Doddathoguru,1050.0,2.0,1.0,32.0,2 BHK,3047.6190476190477
Ready To Move,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2 BHK,4365.079365079365
Ready To Move,Hosur Road,1656.0,2.0,1.0,120.0,2 BHK,7246.376811594203
Ready To Move,Chandapura,1208.0,3.0,1.0,45.0,3 BHK,3725.1655629139073
Ready To Move,Whitefield,1910.0,3.0,2.0,161.0,3 BHK,8429.319371727748
Ready To Move,Whitefield,3252.0,4.0,1.0,230.0,4 BHK,7072.570725707257
Ready To Move,Battarahalli,1200.0,2.0,1.0,65.0,2 BHK,5416.666666666667
Ready To Move,Gokula Extension,1200.0,4.0,1.0,175.0,4 BHK,14583.333333333334
Ready To Move,7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2 BHK,6978.723404255319
Ready To Move,Kamakshipalya,1000.0,2.0,0.0,165.0,2 BHK,16500.0
Ready To Move,Bannerghatta Road,1200.0,2.0,0.0,125.0,4 BHK,10416.666666666666
Ready To Move,Rajaji Nagar,2390.0,3.0,2.0,410.0,3 BHK,17154.81171548117
Ready To Move,Sultan Palaya,550.0,1.0,1.0,62.0,2 BHK,11272.727272727272
Ready To Move,Sanne Amanikere,1185.0,2.0,1.0,38.0,2 BHK,3206.7510548523205
Ready To Move,Kengeri,750.0,2.0,1.0,38.0,2 BHK,5066.666666666667
Ready To Move,Kanakpura Road,1550.0,3.0,3.0,64.5,3 BHK,4161.290322580645
Ready To Move,Amco Colony,1760.0,3.0,2.0,88.0,3 BHK,5000.0
Ready To Move,Billekahalli,1125.0,2.0,2.0,62.0,2 BHK,5511.111111111111
Ready To Move,Nagarbhavi,1350.0,3.0,2.0,150.0,3 BHK,11111.111111111111
Not Ready To Move,Anandapura,1000.0,2.0,1.0,55.0,2 BHK,5500.0
Not Ready To Move,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2 BHK,2888.0733944954127
Ready To Move,TC Palaya,1200.0,2.0,0.0,60.0,2 BHK,5000.0
Ready To Move,Budigere,1991.0,4.0,2.0,103.0,3 BHK,5173.279758915118
Not Ready To Move,Bommasandra,1060.0,2.0,1.0,26.5,2 BHK,2500.0
Ready To Move,Ambalipura,1105.0,2.0,1.0,75.0,2 BHK,6787.330316742082
Ready To Move,Hoodi,985.0,2.0,2.0,67.0,2 BHK,6802.030456852792
Not Ready To Move,Balagere,1590.0,3.0,2.0,79.0,3 BHK,4968.553459119496
Ready To Move,CV Raman Nagar,1120.0,2.0,2.0,55.0,2 BHK,4910.714285714285
Ready To Move,Samethanahalli,1069.0,2.0,1.0,55.0,2 BHK,5144.9953227315245
Ready To Move,Marathahalli,1933.0,3.0,2.0,140.0,3 BHK,7242.628039317124
Not Ready To Move,Hosur Road,1194.0,2.0,0.0,69.0,2 BHK,5778.894472361809
Ready To Move,Brookefield,1150.0,2.0,3.0,69.0,2 BHK,6000.0
Ready To Move,Yelenahalli,1240.0,2.0,2.0,47.12,2 BHK,3800.0
Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2 BHK,3389.7110641296686
Ready To Move,Richmond Town,2150.0,4.0,2.0,240.0,3 BHK,11162.790697674418
Ready To Move,Suddaguntepalya,1450.0,3.0,2.0,55.0,3 BHK,3793.103448275862
Not Ready To Move,Udayapur Village,1630.0,3.0,2.0,68.29,3 BHK,4189.57055214724
Ready To Move,Dasanapura,708.0,1.0,1.0,40.0,2 BHK,5649.717514124294
Ready To Move,Kasavanhalli,1000.0,4.0,3.0,110.0,3 BHK,11000.0
Ready To Move,Whitefield,11890.0,4.0,3.0,700.0,4 BHK,5887.300252312868
Ready To Move,Bellandur,1250.0,2.0,1.0,76.0,2 BHK,6080.0
Ready To Move,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3 BHK,6785.714285714285
Ready To Move,Sarjapur  Road,1670.0,2.0,3.0,57.0,3 BHK,3413.1736526946106
Ready To Move,Ardendale,1750.0,3.0,2.0,100.0,3 BHK,5714.285714285715
Ready To Move,Vittasandra,1404.0,2.0,1.0,71.0,2 BHK,5056.980056980057
Ready To Move,Hoodi,1715.0,2.0,2.0,95.0,3 BHK,5539.35860058309
Not Ready To Move,Electronic City,630.0,1.0,1.0,34.65,1 BHK,5500.0
Ready To Move,Harlur,1752.12,3.0,2.0,135.0,3 BHK,7704.951715635916
Ready To Move,Hulimavu,1650.0,3.0,2.0,78.0,3 BHK,4727.272727272727
Ready To Move,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2 BHK,4283.397683397683
Ready To Move,Giri Nagar,1800.0,3.0,2.0,252.0,3 BHK,14000.0
Not Ready To Move,Sarjapur  Road,1346.0,2.0,1.0,74.03,2 BHK,5500.0
Ready To Move,Thippasandra,1200.0,4.0,2.0,200.0,4 BHK,16666.666666666668
Ready To Move,Hormavu,1150.0,2.0,2.0,55.0,2 BHK,4782.608695652174
Ready To Move,Chikkabidarakallu,3309.0,4.0,3.0,325.0,4 BHK,9821.698398307646
Not Ready To Move,Chandapura,1190.0,2.0,2.0,30.35,3 BHK,2550.4201680672268
Ready To Move,AECS Layout,1620.0,3.0,2.0,98.0,3 BHK,6049.382716049383
Not Ready To Move,Marathahalli,950.0,2.0,1.0,46.96,2 BHK,4943.1578947368425
Ready To Move,Harlur,2450.0,3.0,0.0,120.0,3 BHK,4897.959183673469
Not Ready To Move,Electronic City Phase II,1220.0,2.0,1.0,35.23,3 BHK,2887.7049180327863
Ready To Move,Hoysalanagar,850.0,2.0,1.0,30.0,2 BHK,3529.4117647058824
Ready To Move,Padmanabhanagar,1020.0,2.0,2.0,63.0,2 BHK,6176.470588235294
Ready To Move,Chikkalasandra,1100.0,2.0,2.0,50.0,2 BHK,4545.454545454545
Ready To Move,Defence Colony,1150.0,2.0,2.0,126.0,2 BHK,10956.521739130434
Not Ready To Move,Hebbal,1760.0,2.0,2.0,130.0,3 BHK,7386.363636363636
Ready To Move,Ambalipura,1800.0,3.0,3.0,110.0,3 BHK,6111.111111111111
Ready To Move,Akshaya Nagar,1070.0,2.0,1.0,54.0,2 BHK,5046.728971962617
Ready To Move,2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,4 BHK,14666.666666666666
Ready To Move,Vidyaranyapura,1440.0,2.0,0.0,95.0,2 BHK,6597.222222222223
Ready To Move,Amruthahalli,900.0,2.0,1.0,40.0,2 BHK,4444.444444444444
Ready To Move,ITI Employees Layout,1200.0,4.0,1.0,230.0,4 BHK,19166.666666666668
Not Ready To Move,Whitefield,1130.0,2.0,1.0,42.16,2 BHK,3730.973451327434
Ready To Move,Koramangala,1320.0,2.0,1.0,165.0,2 BHK,12500.0
Not Ready To Move,Kodigehalli,1270.0,2.0,1.0,98.0,2 BHK,7716.535433070866
Ready To Move,Patelappa Layout,1200.0,2.0,1.0,62.0,2 BHK,5166.666666666667
Ready To Move,Ring Road Nagarbhavi,4800.0,4.0,2.0,235.0,4 BHK,4895.833333333333
Ready To Move,NS Palya,1200.0,2.0,1.0,74.0,2 BHK,6166.666666666667
Ready To Move,Subramanyapura,929.0,2.0,0.0,50.17,2 BHK,5400.4305705059205
Ready To Move,RMV 2nd Stage,1150.0,4.0,2.0,260.0,4 BHK,22608.695652173912
Ready To Move,Basavangudi,1125.0,4.0,3.0,180.0,4 BHK,16000.0
Ready To Move,Kenchenahalli,500.0,3.0,2.0,65.0,5 BHK,13000.0
Ready To Move,3rd Block Hrbr Layout,1200.0,5.0,2.0,190.0,5 BHK,15833.333333333334
Ready To Move,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3 BHK,3825.136612021858
Ready To Move,7th Phase JP Nagar,3600.0,4.0,3.0,400.0,4 BHK,11111.111111111111
Ready To Move,Bank Avenue,2000.0,4.0,2.0,99.0,4 BHK,4950.0
Ready To Move,Chikkalasandra,1208.0,2.0,1.0,49.0,2 BHK,4056.291390728477
Ready To Move,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2 BHK,5309.734513274337
Ready To Move,Surabhi Layout,1753.0,3.0,2.0,120.0,3 BHK,6845.407872219053
Ready To Move,Old Madras Road,4500.0,7.0,3.0,337.0,5 BHK,7488.888888888889
Ready To Move,Banjara Layout,600.0,3.0,2.0,58.0,3 BHK,9666.666666666666
Not Ready To Move,Hoodi,1196.0,2.0,2.0,94.42,2 BHK,7894.648829431439
Ready To Move,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2 BHK,4565.217391304348
Not Ready To Move,Electronic City,1128.0,2.0,1.0,63.0,2 BHK,5585.106382978724
Ready To Move,Omkar Nagar,1000.0,2.0,1.0,53.0,2 BHK,5300.0
Ready To Move,Yelahanka,1035.0,2.0,1.0,45.0,2 BHK,4347.826086956522
Ready To Move,Kereguddadahalli,950.0,2.0,1.0,32.0,2 BHK,3368.4210526315787
Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,36.0,3 BHK,3348.8372093023254
Ready To Move,Whitefield,1040.0,2.0,1.0,48.5,2 BHK,4663.461538461538
Not Ready To Move,Maragondanahalli,720.0,2.0,1.0,45.0,2 BHK,6250.0
Ready To Move,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3 BHK,6287.22700198544
Ready To Move,Silk Board,1300.0,3.0,1.0,58.0,3 BHK,4461.538461538462
Not Ready To Move,Hoodi,1545.0,3.0,1.0,68.75,3 BHK,4449.838187702266
Ready To Move,Shampura,375.0,2.0,0.0,26.0,1 BHK,6933.333333333333
Ready To Move,Vidyaranyapura,1062.0,2.0,3.0,38.0,2 BHK,3578.154425612053
Ready To Move,Kada Agrahara,1115.0,2.0,1.0,40.0,2 BHK,3587.4439461883408
Ready To Move,JP Nagar,1000.0,2.0,1.0,35.0,2 BHK,3500.0
Not Ready To Move,Kambipura,883.0,2.0,1.0,45.0,2 BHK,5096.262740656852
Not Ready To Move,Sarjapur  Road,1195.0,2.0,1.0,70.0,2 BHK,5857.740585774059
Ready To Move,BHEL Layout,1200.0,3.0,1.0,165.0,4 BHK,13750.0
Ready To Move,Medahalli,700.0,1.0,0.0,41.0,1 BHK,5857.142857142857
Ready To Move,Vittasandra,1246.0,2.0,1.0,67.0,2 BHK,5377.2070626003215
Ready To Move,8th Phase JP Nagar,660.0,4.0,2.0,90.0,4 BHK,13636.363636363636
Ready To Move,Banashankari Stage III,8500.0,4.0,2.0,145.0,4 BHK,1705.8823529411766
Ready To Move,Kashi Nagar,1600.0,4.0,1.0,80.0,4 BHK,5000.0
Not Ready To Move,Haralur Road,2805.0,5.0,3.0,154.0,4 BHK,5490.196078431372
Ready To Move,Begur Road,1584.0,3.0,2.0,65.0,3 BHK,4103.535353535353
Ready To Move,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4 BHK,9166.666666666666
Ready To Move,Hosur Road,1175.0,2.0,2.0,48.0,3 BHK,4085.1063829787236
Not Ready To Move,"Yemlur, Old Airport Road, ",1595.0,3.0,2.0,115.0,3 BHK,7210.031347962383
Ready To Move,VHBCS Layout,1353.0,2.0,2.0,110.0,2 BHK,8130.081300813008
Not Ready To Move,Electronic City,1599.0,3.0,2.0,125.0,3 BHK,7817.385866166354
Ready To Move,Whitefield,1150.0,2.0,1.0,70.0,2 BHK,6086.95652173913
Not Ready To Move,Jakkur,5230.0,6.0,1.0,465.0,4 BHK,8891.013384321224
Ready To Move,KR Puram,1155.0,2.0,2.0,42.74,2 BHK,3700.4329004329006
Ready To Move,Ittamadu,1200.0,2.0,0.0,85.0,1 BHK,7083.333333333333
Not Ready To Move,Electronic City Phase II,1000.0,2.0,1.0,25.0,2 BHK,2500.0
Ready To Move,Thanisandra,3000.0,4.0,2.0,120.0,4 BHK,4000.0
Ready To Move,Rajiv Nagar,1867.0,3.0,1.0,160.0,3 BHK,8569.89823245849
Not Ready To Move,Ramagondanahalli,1251.0,2.0,1.0,47.0,2 BHK,3756.994404476419
Not Ready To Move,Gattahalli,1028.0,2.0,1.0,45.5,2 BHK,4426.070038910506
Ready To Move,Arekere,1222.0,2.0,2.0,45.0,2 BHK,3682.4877250409168
Ready To Move,Bannerghatta Road,1170.0,2.0,1.0,66.0,3 BHK,5641.025641025641
Ready To Move,Hebbal,2400.0,4.0,1.0,245.0,3 BHK,10208.333333333334
Ready To Move,Ramanjaneyanagar,1385.0,2.0,2.0,48.48,3 BHK,3500.361010830325
Ready To Move,HSR Layout,1372.0,2.0,1.0,68.0,2 BHK,4956.268221574344
Ready To Move,Magadi Road,1282.0,2.0,2.0,49.0,3 BHK,3822.1528861154447
Ready To Move,7th Block Jayanagar,3000.0,3.0,1.0,528.0,5 BHK,17600.0
Ready To Move,Kanakpura Road,1135.0,2.0,1.0,39.73,2 BHK,3500.440528634361
Not Ready To Move,Whitefield,1768.0,3.0,2.0,101.0,3 BHK,5712.669683257918
Ready To Move,Byatarayanapura,1325.0,2.0,1.0,90.0,3 BHK,6792.452830188679
Not Ready To Move,Electronic City,1599.0,3.0,2.0,99.0,3 BHK,6191.369606003753
Not Ready To Move,Whitefield,1500.0,3.0,1.0,61.95,3 BHK,4130.0
Ready To Move,2nd Phase JP Nagar,2610.0,3.0,0.0,499.0,3 BHK,19118.773946360154
Ready To Move,Uttarahalli,1286.0,2.0,2.0,63.0,2 BHK,4898.9113530326595
Ready To Move,Kammanahalli,2845.0,5.0,1.0,140.0,5 BHK,4920.91388400703
Ready To Move,K G Colony,1600.0,2.0,2.0,50.0,3 BHK,3125.0
Ready To Move,Hebbal,3450.0,5.0,2.0,260.0,3 BHK,7536.231884057971
Not Ready To Move,Munnekollal,1102.0,2.0,2.0,53.67,2 BHK,4870.235934664247
Ready To Move,Yelahanka,1350.0,2.0,2.0,54.0,2 BHK,4000.0
Ready To Move,Banashankari,1200.0,2.0,2.0,42.0,3 BHK,3500.0
Ready To Move,Herohalli,1800.0,1.0,1.0,80.0,2 BHK,4444.444444444444
Ready To Move,Chikkabanavar,950.0,2.0,1.0,40.0,2 BHK,4210.526315789473
Not Ready To Move,Kanakpura Road,525.0,1.0,1.0,27.25,1 BHK,5190.476190476191
Ready To Move,Attibele,656.0,2.0,1.0,25.0,2 BHK,3810.9756097560976
Ready To Move,Marathahalli,1780.0,4.0,3.0,175.0,4 BHK,9831.460674157302
Ready To Move,3rd Block Hrbr Layout,1056.0,2.0,1.0,80.0,2 BHK,7575.757575757576
Not Ready To Move,Bannerghatta Road,595.0,1.0,1.0,33.32,1 BHK,5600.0
Ready To Move,Ittamadu,1080.0,2.0,2.0,50.0,2 BHK,4629.62962962963
Not Ready To Move,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3 BHK,7191.011235955056
Not Ready To Move,Bommasandra,1126.0,2.0,1.0,28.15,2 BHK,2500.0
Ready To Move,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3 BHK,5637.583892617449
Ready To Move,HRBR Layout,2000.0,4.0,1.0,300.0,4 BHK,15000.0
Ready To Move,Sarjapur  Road,1550.0,3.0,3.0,100.0,3 BHK,6451.612903225807
Ready To Move,Ashwini layout,1160.0,2.0,1.0,55.0,2 BHK,4741.379310344828
Ready To Move,Whitefield,4144.0,4.0,3.0,315.0,4 BHK,7601.351351351352
Ready To Move,Sarjapur  Road,2100.0,3.0,2.0,125.0,3 BHK,5952.380952380952
Ready To Move,Vittasandra,1404.0,2.0,1.0,69.3,2 BHK,4935.897435897436
Ready To Move,Sarjapur  Road,2230.0,4.0,3.0,225.0,4 BHK,10089.686098654709
Ready To Move,Marathalli bridge,1544.0,3.0,2.0,120.0,3 BHK,7772.020725388601
Not Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,58.7,3 BHK,4498.08429118774
Ready To Move,Marathahalli,1230.0,2.0,2.0,80.0,2 BHK,6504.065040650406
Ready To Move,T.C PALYA,1200.0,2.0,0.0,65.0,2 BHK,5416.666666666667
Ready To Move,Harlur,1460.0,3.0,1.0,73.0,3 BHK,5000.0
Ready To Move,Gottigere,967.0,2.0,3.0,45.0,2 BHK,4653.567735263702
Ready To Move,Byatarayanapura,540.0,1.0,1.0,36.0,1 BHK,6666.666666666667
Not Ready To Move,Hormavu,715.0,1.0,2.0,46.0,1 BHK,6433.566433566433
Ready To Move,Whitefield,2500.0,3.0,2.0,313.0,3 BHK,12520.0
Ready To Move,Dooravani Nagar,1578.0,3.0,1.0,180.0,3 BHK,11406.84410646388
Ready To Move,Mysore Road,1020.0,2.0,1.0,48.95,2 BHK,4799.019607843137
Ready To Move,Jigani,1020.0,2.0,1.0,40.0,2 BHK,3921.5686274509803
Ready To Move,Koramangala,1253.0,2.0,1.0,102.0,2 BHK,8140.462889066241
Ready To Move,JCR Layout,1180.0,2.0,2.0,42.0,2 BHK,3559.322033898305
Ready To Move,Nehru Nagar,961.0,2.0,2.0,38.0,2 BHK,3954.2143600416234
Ready To Move,Kanakapura,1419.0,3.0,3.0,75.0,3 BHK,5285.412262156448
Ready To Move,Harlur,1709.0,3.0,2.0,150.0,3 BHK,8777.062609713283
Ready To Move,Papareddipalya,1600.0,2.0,0.0,115.0,2 BHK,7187.5
Not Ready To Move,Venkatapura,416.0,1.0,1.0,18.5,1 BHK,4447.115384615385
Ready To Move,Sanjay nagar,1100.0,2.0,2.0,98.0,2 BHK,8909.09090909091
Ready To Move,HSR Layout,1430.0,2.0,1.0,65.0,3 BHK,4545.454545454545
Ready To Move,Sneha Colony,1260.0,2.0,2.0,45.0,2 BHK,3571.4285714285716
Ready To Move,RMV Extension,1630.0,3.0,2.0,85.0,3 BHK,5214.7239263803685
Not Ready To Move,Sarjapur  Road,1249.0,3.0,2.0,44.71,3 BHK,3579.663730984788
Ready To Move,Kalena Agrahara,1450.0,2.0,3.0,85.0,3 BHK,5862.068965517241
Not Ready To Move,Konanakunte,2791.0,3.0,1.0,223.0,3 BHK,7989.967753493372
Ready To Move,Hosapalya,600.0,1.0,0.0,90.0,1 BHK,15000.0
Ready To Move,Ashwini layout,834.0,1.0,1.0,60.0,1 BHK,7194.244604316546
Ready To Move,Doddagubbi,1125.0,4.0,1.0,70.0,3 BHK,6222.222222222223
Ready To Move,Arekere,2060.0,3.0,2.0,140.0,3 BHK,6796.116504854369
Ready To Move,Gottigere,891.0,2.0,1.0,25.0,2 BHK,2805.8361391694725
Ready To Move,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2 BHK,4330.979699911739
Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,37.0,3 BHK,3441.860465116279
Not Ready To Move,Sector 6 HSR Layout,3000.0,5.0,2.0,260.0,4 BHK,8666.666666666666
Ready To Move,Brookefield,2440.0,5.0,2.0,425.0,4 BHK,17418.032786885247
Ready To Move,Vidyaranyapura,1200.0,2.0,2.0,55.0,2 BHK,4583.333333333333
Ready To Move,Thanisandra,1075.0,2.0,2.0,45.8,2 BHK,4260.46511627907
Ready To Move,Kaggadasapura,1140.0,2.0,2.0,40.0,2 BHK,3508.7719298245615
Ready To Move,Margondanahalli,940.0,4.0,2.0,150.0,5 BHK,15957.446808510638
Ready To Move,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2 BHK,3853.211009174312
Ready To Move,R.T. Nagar,1500.0,4.0,1.0,70.0,4 BHK,4666.666666666667
Ready To Move,Whitefield,4104.0,4.0,2.0,360.0,4 BHK,8771.929824561403
Ready To Move,Whitefield,1790.0,3.0,2.0,100.0,3 BHK,5586.592178770949
Not Ready To Move,Hebbal,1920.0,3.0,2.0,134.0,3 BHK,6979.166666666667
Ready To Move,HRBR Layout,1374.0,2.0,2.0,95.0,2 BHK,6914.1193595342065
Ready To Move,Bannerghatta Road,1445.0,3.0,2.0,95.0,3 BHK,6574.39446366782
Not Ready To Move,Kanakapura,711.0,1.0,1.0,36.0,1 BHK,5063.291139240507
Ready To Move,Tumkur Road,1500.0,3.0,3.0,95.0,3 BHK,6333.333333333333
Ready To Move,Whitefield,1720.0,3.0,3.0,100.0,3 BHK,5813.953488372093
Ready To Move,Vasanthapura,1400.0,3.0,2.0,60.0,3 BHK,4285.714285714285
Ready To Move,Kundalahalli,1030.0,2.0,2.0,49.0,2 BHK,4757.281553398058
Ready To Move,Mysore Road,1200.0,2.0,1.0,85.0,2 BHK,7083.333333333333
Not Ready To Move,Hosahalli,1375.0,3.0,2.0,70.0,3 BHK,5090.909090909091
Ready To Move,Hegde Nagar,1050.0,1.0,1.0,56.0,2 BHK,5333.333333333333
Ready To Move,Jalahalli,2250.0,3.0,2.0,160.0,3 BHK,7111.111111111111
Ready To Move,Bellandur,1000.0,2.0,2.0,50.0,2 BHK,5000.0
Ready To Move,Jalahalli West,469.0,1.0,0.0,25.0,1 BHK,5330.490405117271
Ready To Move,Marathahalli,3800.0,4.0,3.0,250.0,4 BHK,6578.9473684210525
Ready To Move,Kambipura,883.0,2.0,1.0,29.0,2 BHK,3284.2582106455266
Ready To Move,GM Palaya,1820.0,2.0,3.0,86.0,3 BHK,4725.274725274725
Ready To Move,Singasandra,1440.0,2.0,3.0,65.0,3 BHK,4513.888888888889
Ready To Move,Malleshwaram,2500.0,5.0,2.0,325.0,4 BHK,13000.0
Not Ready To Move,Mahadevpura,1225.0,2.0,2.0,48.0,2 BHK,3918.3673469387754
Ready To Move,"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,1.0,660.0,3 BHK,16500.0
Ready To Move,Chikkalasandra,875.0,2.0,3.0,52.8,2 BHK,6034.285714285715
Ready To Move,Jalahalli East,750.0,1.0,2.0,40.0,1 BHK,5333.333333333333
Ready To Move,6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2 BHK,6779.661016949152
